,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050
1380000,-0.07214354838709676,1.0,-0.03829109541614735,0.38716,0.07793333333333334,0.5329666666666667,-0.07678075855689181,-0.122,447.2,493.4,497.9,386.6,580.0,0.875,0.625,0.6666666666666666,0.6666666666666666,0.05496315789473683,0.29411764705882354,0.25,0.8,1.0,0.2,0.6,0.6,0.2,0.4,0.2,0.4,0.2,0.4,1.0,0.5,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.25,0.5,0.8,0.25,0.3333333333333333,0.25
1380001,-0.07214354838709676,1.0,-0.03829109541614735,-0.21284,0.07793333333333334,0.19963333333333333,-0.07678075855689181,-0.122,389.6,506.9,440.3,386.7,500.0,0.5,0.625,0.5,0.5,-0.05030000000000001,0.35294117647058826,0.25,0.6,0.6,0.4,0.2,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.6,1.0,1.0,0.8,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
1380002,-0.056014516129032244,0.5,-0.03829109541614735,-0.21284,0.07793333333333334,0.19963333333333333,-0.07678075855689181,-0.122,459.6,578.4,567.8,395.5,480.0,0.625,0.625,0.5,0.6666666666666666,0.00233157894736841,0.29411764705882354,0.25,0.4,0.6,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.5,1.0,0.8,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.5
1380003,-0.08827258064516127,0.5,-0.03829109541614735,0.18716,0.41126666666666667,-0.1337,0.0,0.878,396.4,444.8,360.9,451.0,440.0,0.375,0.25,0.16666666666666666,0.16666666666666666,0.05496315789473683,0.058823529411764705,0.25,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.2,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
1380004,0.07301774193548388,0.5,-0.03829109541614735,0.18716,-0.2554,-0.1337,0.0,-0.122,521.4,574.5,527.4,470.2,560.0,0.25,0.375,0.16666666666666666,0.16666666666666666,-0.10293157894736843,0.17647058823529413,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.6,1.0,1.0,0.23076923076923078,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,1.0,0.25
1380005,-0.023756451612903212,1.0,-0.03829109541614735,-0.012840000000000008,-0.2554,-0.1337,0.0,-0.122,507.9,547.4,522.6,384.3,560.0,0.25,0.375,0.5,0.3333333333333333,0.10759473684210526,0.29411764705882354,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.4,1.0,0.4,1.0,1.0,0.46153846153846156,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
1380006,-0.023756451612903212,0.5,-0.03829109541614735,0.18716,0.41126666666666667,-0.1337,0.0,-0.122,387.9,504.1,504.9,372.6,400.0,0.625,0.625,1.0,1.0,0.00233157894736841,0.23529411764705882,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.5,1.0,0.8,0.5,0.2,0.5,0.6666666666666666,0.07692307692307693,0.8,0.125,1.0,0.3333333333333333,0.5,0.75,0.2,1.0,0.6666666666666666,0.5
1380012,-0.023756451612903212,1.0,-0.03829109541614735,0.38716,-0.2554,-0.1337,0.0,-0.122,386.9,452.7,399.7,518.2,300.0,0.375,0.375,0.5,0.3333333333333333,-0.05030000000000001,0.11764705882352941,0.5,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.2,1.0,0.6666666666666666,0.15384615384615385,0.2,0.125,0.5,0.6666666666666666,0.25,0.25,0.2,0.5,0.6666666666666666,0.25
1380016,-0.10440161290322579,0.5,-0.03829109541614735,-0.012840000000000008,0.41126666666666667,-0.1337,0.0,0.878,388.4,358.9,456.8,403.5,400.0,0.5,0.5,0.5,0.5,0.10759473684210526,0.17647058823529413,0.25,0.4,0.6,0.2,0.2,0.4,0.4,0.6,0.4,0.4,0.2,0.2,0.6,0.5,0.5,1.0,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,1.0,0.25
1380017,0.10527580645161291,1.0,-0.03829109541614735,0.18716,-0.2554,-0.1337,0.0,-0.122,465.8,590.1,555.6,351.8,620.0,0.625,0.625,0.5,0.3333333333333333,0.00233157894736841,0.23529411764705882,0.25,0.4,0.8,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6,0.5,0.5,1.0,1.0,0.4,1.0,1.0,0.6153846153846154,0.8,0.375,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.5
