,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050
1220000,-0.044154415441544144,1.0,-0.038742007948850875,0.16963999999999996,0.08913333333333336,0.31855,-0.07758620689655171,-0.1065,423.6,419.7,480.8,398.6,420.0,0.125,0.125,0.16666666666666666,0.16666666666666666,0.05356760804450149,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.5,0.2,0.25,0.3333333333333333,0.25
1220001,-0.09415441544154414,1.0,-0.038742007948850875,-0.23036000000000004,0.4224666666666667,-0.18145,0.0,0.8935,403.5,527.5,544.0,529.1,520.0,0.625,0.625,0.3333333333333333,0.3333333333333333,-0.051695549850235355,0.29411764705882354,0.25,0.4,0.6,0.4,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,1.0,1.0,0.6,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.3333333333333333,0.25,0.75,0.6,0.25,0.3333333333333333,0.25
1220002,0.12251225122512252,1.0,-0.038742007948850875,-0.23036000000000004,-0.24419999999999997,-0.18145,0.0,-0.1065,457.1,476.9,460.4,376.2,440.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0.0009360290971330667,0.11764705882352941,0.25,0.4,0.8,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,1.0,1.0,0.2,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
1220003,-0.07748774877487748,0.5,-0.038742007948850875,-0.43036,0.4224666666666667,-0.18145,0.0,0.8935,413.6,576.3,600.9,611.7,480.0,0.25,0.375,1.0,0.3333333333333333,-0.051695549850235355,0.11764705882352941,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.75,0.2,0.25,0.3333333333333333,0.25
1220004,-0.06082108210821081,0.5,-0.038742007948850875,0.16963999999999996,0.08913333333333336,0.31855,-0.07758620689655171,-0.1065,457.7,571.8,569.9,393.6,520.0,0.125,0.375,0.3333333333333333,0.3333333333333333,0.0009360290971330667,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
1220005,-0.09415441544154414,1.0,-0.038742007948850875,-0.23036000000000004,0.4224666666666667,-0.18145,0.0,0.8935,459.7,542.6,535.3,356.3,560.0,0.375,0.5,0.16666666666666666,0.3333333333333333,0.05356760804450149,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
1220007,-0.06082108210821081,1.0,-0.038742007948850875,-0.030360000000000033,-0.24419999999999997,-0.18145,0.0,-0.1065,488.0,497.4,455.8,351.1,620.0,1.0,0.5,1.0,0.3333333333333333,-0.051695549850235355,0.11764705882352941,1.0,0.4,0.6,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.8,0.5,0.2,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
1220009,-0.06082108210821081,1.0,-0.038742007948850875,-0.030360000000000033,-0.24419999999999997,-0.18145,0.0,-0.1065,403.4,529.7,463.5,434.8,480.0,0.5,0.25,0.16666666666666666,0.3333333333333333,0.15883076593923834,0.17647058823529413,0.25,0.4,0.6,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
1220010,-0.044154415441544144,0.5,-0.038742007948850875,0.16963999999999996,0.08913333333333336,0.31855,-0.07758620689655171,-0.1065,504.4,478.3,371.9,426.7,350.0,0.25,0.375,0.5,0.3333333333333333,0.05356760804450149,0.23529411764705882,0.25,0.6,1.0,0.4,0.2,0.6,0.2,0.6,0.4,0.4,0.4,0.4,0.6,0.5,1.0,0.6,0.5,0.6,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.5,0.2,0.25,0.3333333333333333,0.25
1220011,0.3558455845584559,1.0,0.6279246587178158,-0.030360000000000033,0.4224666666666667,-0.18145,0.0,-0.1065,365.9,525.6,515.6,471.6,0.0,0.25,0.25,0.5,0.3333333333333333,-0.10432712879760378,0.11764705882352941,0.25,0.4,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.5,0.5,0.4,1.0,0.4,1.0,0.6666666666666666,0.07692307692307693,1.0,0.125,0.5,0.6666666666666666,1.0,1.0,0.2,0.75,0.6666666666666666,1.0
1220012,0.00584558455845586,0.5,-0.038742007948850875,-0.030360000000000033,-0.24419999999999997,-0.18145,0.0,-0.1065,668.9,624.9,600.0,634.4,940.0,0.375,0.375,0.3333333333333333,0.3333333333333333,0.0009360290971330667,0.11764705882352941,0.25,0.4,0.6,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.6666666666666666,0.07692307692307693,1.0,0.125,0.25,0.6666666666666666,0.25,0.25,0.2,0.25,0.6666666666666666,0.25
1220013,-0.027487748774877474,0.5,-0.038742007948850875,0.16963999999999996,-0.24419999999999997,-0.18145,0.0,-0.1065,403.3,468.2,463.1,411.2,580.0,0.625,0.625,0.3333333333333333,0.3333333333333333,0.0009360290971330667,0.11764705882352941,0.25,0.4,0.8,0.2,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
