,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_ST_CONCLUSAO,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050
6160002,0.034225925925925896,1.0,-0.05379945572535064,-0.22874,0.7540333333333334,-0.10640000000000005,0.0,-0.1429,388.6,377.2,370.2,437.4,580.0,0.25,0.625,0.5,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.4,1.0,1.0,0.46153846153846156,0.2,0.125,0.25,0.3333333333333333,0.25,1.0,0.2,0.25,1.0,1.0
6160004,0.1268185185185185,0.5,0.2795338776079827,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,449.2,484.5,506.3,415.8,320.0,0.25,0.25,0.5,0.3333333333333333,0,0.17647058823529413,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.4,1.0,1.0,0.6,0.5,0.2,0.5,1.0,0.23076923076923078,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160005,-0.11392222222222224,0.5,-0.05379945572535064,-0.22874,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,507.7,475.3,488.6,443.4,480.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.8,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
6160006,-0.11392222222222224,1.0,-0.05379945572535064,0.17126000000000002,0.08736666666666666,0.39359999999999995,0.8571805702217529,-0.1429,430.2,493.1,441.7,476.7,560.0,0.5,0.5,0.5,0.6666666666666666,0,0.29411764705882354,0.25,0.4,0.8,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,1.0,0.25
6160008,0.08978148148148145,1.0,-0.05379945572535064,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,366.5,432.6,403.8,465.8,340.0,1.0,0.375,1.0,1.0,0,0.17647058823529413,0.25,0.6,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.5,0.5,0.6,0.5,0.2,0.5,0.6666666666666666,0.6153846153846154,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,1.0,0.25
6160009,-0.11392222222222224,0.5,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,368.6,462.9,399.7,380.5,380.0,0.25,0.5,0.3333333333333333,0.3333333333333333,0,0.11764705882352941,0.25,0.6,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,1.0,0.5,1.0,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.75,0.2,0.25,0.3333333333333333,0.25
6160010,0.01570740740740738,1.0,-0.05379945572535064,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,432.8,518.0,560.0,410.5,0.0,0.125,0.125,0.16666666666666666,0.16666666666666666,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.25,0.2,0.25,0.6666666666666666,0.25
6160012,0.27496666666666664,0.5,-0.05379945572535064,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,454.2,590.0,459.7,380.0,360.0,0.375,0.5,0.5,0.6666666666666666,0,0.17647058823529413,0.25,0.4,0.8,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6,1.0,0.5,1.0,1.0,0.4,1.0,1.0,0.15384615384615385,1.0,0.125,1.0,0.6666666666666666,0.5,0.25,0.2,1.0,1.0,0.5
6160013,-0.0028111111111111388,1.0,0.2795338776079827,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,560.7,579.9,575.7,470.2,560.0,0.375,0.25,0.16666666666666666,0.16666666666666666,0,0.11764705882352941,0.25,0.4,0.8,0.2,0.4,0.4,0.4,0.4,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.25,0.2,0.25,0.3333333333333333,0.25
6160014,0.08978148148148145,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,559.6,572.3,555.7,408.0,600.0,0.25,0.5,0.5,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.5,0.5,0.6,0.5,0.4,1.0,0.6666666666666666,1.0,0.2,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160015,-0.039848148148148174,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,623.9,644.6,568.0,703.0,520.0,0.75,0.625,0.6666666666666666,0.5,0,0.23529411764705882,0.25,0.6,0.6,0.2,0.2,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160016,-0.09540370370370373,1.0,-0.05379945572535064,-0.22874,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,550.5,571.5,529.4,570.4,620.0,0.625,0.625,0.5,0.6666666666666666,0,0.4117647058823529,0.25,0.6,0.6,0.2,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.5,0.5,0.8,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
6160018,0.10829999999999997,0.5,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,558.0,634.1,657.7,685.0,560.0,0.375,0.625,0.5,0.6666666666666666,0,0.5882352941176471,0.25,0.4,0.4,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.6,1.0,1.0,1.0,1.0,0.8,0.5,1.0,0.15384615384615385,1.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.5,1.0,0.75
6160019,0.1268185185185185,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,416.2,520.5,536.4,469.7,520.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.17647058823529413,0.25,0.4,0.8,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.2,0.5,1.0,1.0,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,1.0,0.25
6160022,-0.07688518518518521,1.0,-0.05379945572535064,0.17126000000000002,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,401.3,574.7,429.1,373.1,440.0,0.375,0.5,0.5,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,0.5,0.5,1.0,0.5,0.4,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.5,0.2,0.25,0.3333333333333333,0.25
6160023,-0.021329629629629657,1.0,-0.05379945572535064,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,488.4,671.5,667.5,493.4,880.0,0.625,0.75,0.3333333333333333,0.6666666666666666,0,0.5294117647058824,0.25,0.4,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.4,0.4,0.6,0.5,1.0,1.0,1.0,0.8,1.0,1.0,0.6923076923076923,0.6,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,1.0
6160024,0.07126296296296293,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,372.2,479.5,405.9,357.8,340.0,0.25,0.25,0.3333333333333333,0.3333333333333333,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.2,0.5,0.6666666666666666,0.6153846153846154,0.4,0.125,0.25,0.6666666666666666,0.25,0.25,0.2,0.25,1.0,0.25
6160025,-0.05836666666666669,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,386.5,474.4,534.8,557.2,540.0,0.25,0.375,0.5,0.3333333333333333,0,0.4117647058823529,0.25,0.6,0.6,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6,1.0,1.0,0.8,1.0,0.4,1.0,1.0,0.38461538461538464,0.8,0.125,0.25,0.6666666666666666,0.25,0.25,0.2,0.25,1.0,0.25
6160026,-0.11392222222222224,1.0,-0.05379945572535064,0.17126000000000002,0.4207,-0.10640000000000005,0.0,0.8571,459.2,433.9,461.3,399.4,380.0,1.0,0.375,1.0,0.3333333333333333,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.5,0.75,0.2,0.25,0.3333333333333333,0.5
6160027,0.16385555555555553,0.5,-0.05379945572535064,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,445.5,547.6,495.9,423.3,440.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.058823529411764705,0.25,0.2,0.4,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.6666666666666666,0.25
6160028,-0.039848148148148174,1.0,-0.05379945572535064,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,473.2,517.4,526.9,407.3,580.0,0.25,0.25,0.16666666666666666,0.3333333333333333,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.6,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.4,1.0,1.0,0.8,0.5,0.4,1.0,0.6666666666666666,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.6666666666666666,0.25
6160029,-0.09540370370370373,1.0,-0.05379945572535064,-0.028739999999999988,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,525.8,637.0,535.8,490.7,600.0,0.625,0.625,1.0,0.3333333333333333,0,0.47058823529411764,0.25,0.6,1.0,0.2,0.2,0.4,0.4,0.6,0.2,0.4,0.2,0.2,0.8,1.0,1.0,1.0,0.5,0.6,1.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
6160030,-0.07688518518518521,0.5,-0.05379945572535064,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,512.2,534.2,530.6,514.6,520.0,0.25,0.625,0.5,0.3333333333333333,0,0.29411764705882354,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6,1.0,1.0,0.8,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.5,0.25,0.2,0.25,0.3333333333333333,0.25
6160031,-0.13244074074074078,0.5,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,447.1,596.5,542.8,726.6,580.0,0.5,0.625,0.5,0.3333333333333333,0,0.4117647058823529,0.25,0.8,0.8,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.8,1.0,1.0,0.6,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
6160032,-0.09540370370370373,1.0,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,441.0,581.0,490.7,456.5,580.0,0.625,0.75,0.6666666666666666,0.8333333333333334,0,0.5294117647058824,0.75,1.0,1.0,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,1.0,0.5,1.0,1.0,1.0,0.6,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.25,0.75,0.4,0.25,0.3333333333333333,0.5
6160033,0.20089259259259257,0.5,0.2795338776079827,0.17126000000000002,0.08736666666666666,0.8936,0.35718057022175287,-0.1429,443.5,557.6,531.4,495.2,660.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0,0.17647058823529413,0.25,0.4,0.6,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.4,1.0,0.6666666666666666,0.46153846153846156,1.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.4,1.0,0.6666666666666666,1.0
6160035,-0.13244074074074078,0.5,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,581.1,630.4,635.3,473.1,580.0,0.5,0.5,0.5,0.3333333333333333,0,0.29411764705882354,0.25,0.8,0.8,0.6,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.6,1.0,1.0,1.0,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
6160036,0.4601518518518518,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,388.3,540.3,529.2,472.7,560.0,0.625,0.625,0.6666666666666666,0.6666666666666666,0,0.4117647058823529,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.6666666666666666,0.38461538461538464,0.2,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160037,0.18237407407407405,1.0,0.0,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,396.8,530.1,509.1,326.1,420.0,1.0,0.375,1.0,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.4,0.5,1.0,0.8461538461538461,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160038,-0.07688518518518521,0.5,-0.05379945572535064,0.17126000000000002,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,574.1,612.5,585.4,502.9,640.0,0.625,0.625,1.0,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.2,0.5,0.6666666666666666,0.38461538461538464,0.4,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.6666666666666666,0.5
6160039,-0.11392222222222224,1.0,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,373.4,566.0,485.3,350.1,560.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.058823529411764705,0.25,0.4,0.6,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
6160040,-0.11392222222222224,1.0,-0.05379945572535064,-0.22874,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,394.4,498.5,484.6,391.0,560.0,0.25,0.375,0.5,0.5,0,0.17647058823529413,0.25,0.4,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.6,0.5,1.0,0.6,0.5,0.4,1.0,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
6160044,-0.13244074074074078,0.5,-0.05379945572535064,-0.22874,0.4207,-0.10640000000000005,0.0,0.8571,505.4,518.0,425.2,642.9,600.0,0.625,0.75,0.3333333333333333,0.6666666666666666,0,0.47058823529411764,0.25,0.6,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.8,1.0,0.5,0.8,1.0,0.4,1.0,0.3333333333333333,0.0,0.0,0.375,0.25,0.3333333333333333,0.25,0.75,0.8,0.25,0.3333333333333333,0.25
6160045,-0.09540370370370373,0.5,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,417.7,521.1,526.7,465.4,500.0,0.625,0.625,0.6666666666666666,0.3333333333333333,0,0.29411764705882354,0.25,0.4,0.6,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.6,1.0,0.5,0.8,0.5,0.4,0.5,0.6666666666666666,0.38461538461538464,0.4,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160047,-0.039848148148148174,1.0,0.2795338776079827,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,484.7,461.5,460.2,429.2,380.0,0.25,0.375,0.5,0.3333333333333333,0,0.17647058823529413,0.25,0.4,0.4,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.2,0.4,1.0,0.5,0.4,0.5,0.4,0.5,1.0,0.46153846153846156,0.8,0.125,0.25,0.3333333333333333,0.25,0.25,0.2,0.25,0.3333333333333333,0.25
6160051,-0.13244074074074078,0.5,-0.05379945572535064,0.17126000000000002,0.4207,-0.10640000000000005,0.0,0.8571,474.8,383.7,455.9,458.9,440.0,0.375,0.25,0.5,0.3333333333333333,0,0.17647058823529413,0.25,0.4,0.8,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,1.0,0.4,1.0,0.4,1.0,0.6666666666666666,0.15384615384615385,0.4,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
6160052,0.1268185185185185,1.0,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,421.1,416.3,529.9,431.2,340.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.11764705882352941,0.25,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.6666666666666666,0.5,0.25,0.2,0.25,0.6666666666666666,0.5
6160053,-0.07688518518518521,1.0,-0.05379945572535064,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,534.7,595.7,560.1,472.3,720.0,0.625,0.625,0.6666666666666666,0.6666666666666666,0,0.5294117647058824,0.25,0.6,0.8,0.4,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.4,0.4,0.5,0.5,0.6,1.0,0.4,1.0,0.6666666666666666,0.38461538461538464,0.8,0.375,0.25,0.3333333333333333,0.25,0.25,0.8,0.25,0.3333333333333333,0.25
6160054,0.07126296296296293,1.0,0.2795338776079827,-0.028739999999999988,0.4207,-0.10640000000000005,0.0,-0.1429,447.7,451.4,515.4,516.3,540.0,0.375,0.25,0.5,0.3333333333333333,0,0.11764705882352941,0.25,0.4,0.6,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.5,0.6,0.5,0.2,0.5,0.3333333333333333,0.0,0.0,0.125,0.25,0.3333333333333333,1.0,0.75,0.2,0.75,1.0,0.25
6160055,-0.0028111111111111388,0.5,-0.05379945572535064,-0.22874,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,542.9,624.9,504.4,685.3,360.0,0.625,0.625,0.6666666666666666,0.6666666666666666,0,0.23529411764705882,0.25,0.6,0.8,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.2,0.6,1.0,0.5,0.8,0.5,0.4,1.0,0.6666666666666666,0.46153846153846156,0.8,0.375,0.25,0.3333333333333333,0.5,0.25,0.6,0.25,0.6666666666666666,0.25
6160057,0.2934851851851852,1.0,-0.05379945572535064,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,419.7,467.2,545.4,463.8,440.0,0.125,0.375,0.16666666666666666,0.3333333333333333,0,0.17647058823529413,0.25,0.4,0.6,0.2,0.2,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.4,1.0,0.5,0.4,0.5,0.2,0.5,0.6666666666666666,0.38461538461538464,1.0,0.125,0.25,0.6666666666666666,0.75,0.25,0.2,0.25,1.0,0.25
6160058,-0.13244074074074078,0.5,-0.05379945572535064,0.17126000000000002,0.4207,-0.10640000000000005,0.0,0.8571,441.8,459.5,482.3,518.4,440.0,0.625,0.625,0.6666666666666666,0.3333333333333333,0,0.23529411764705882,0.25,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.8,0.5,0.4,1.0,1.0,0.23076923076923078,1.0,0.125,0.25,0.3333333333333333,0.25,0.75,0.2,0.25,0.3333333333333333,0.25
6160060,0.6083,1.0,0.2795338776079827,-0.028739999999999988,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,395.8,472.5,509.1,344.1,320.0,0.125,0.125,0.5,0.16666666666666666,0,0.29411764705882354,0.25,0.4,0.6,0.2,0.4,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.4,1.0,0.5,0.6,1.0,0.4,1.0,1.0,0.15384615384615385,0.8,0.125,0.25,1.0,0.25,0.25,0.2,0.75,1.0,0.25
6160061,-0.11392222222222224,0.5,-0.05379945572535064,-0.22874,0.08736666666666666,0.8936,-0.14281942977824713,-0.1429,421.6,387.6,407.4,409.6,540.0,0.375,0.5,0.5,0.5,0,0.29411764705882354,0.25,0.4,0.6,0.4,0.2,0.4,0.4,0.4,0.4,0.4,0.2,0.4,0.4,0.5,1.0,0.6,1.0,0.6,1.0,0.3333333333333333,0.0,0.0,0.5,0.25,0.3333333333333333,0.25,0.5,0.6,0.25,0.3333333333333333,0.25
6160062,-0.09540370370370373,0.5,-0.05379945572535064,0.17126000000000002,0.08736666666666666,0.39359999999999995,-0.14281942977824713,-0.1429,460.3,450.8,487.2,570.9,440.0,0.25,0.375,0.5,0.3333333333333333,0,0.35294117647058826,0.25,0.6,0.6,0.4,0.2,0.4,0.4,0.2,0.2,0.4,0.2,0.2,0.6,0.5,0.5,1.0,0.5,0.4,0.5,1.0,0.3076923076923077,1.0,0.125,0.25,0.6666666666666666,0.25,0.5,0.2,0.25,0.3333333333333333,0.25
6160064,-0.05836666666666669,0.5,-0.05379945572535064,0.17126000000000002,-0.24596666666666667,-0.10640000000000005,0.0,-0.1429,472.5,564.5,553.9,427.3,560.0,0.25,0.25,0.16666666666666666,0.16666666666666666,0,0.058823529411764705,0.25,0.4,0.4,0.2,0.2,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.5,0.2,1.0,0.6666666666666666,0.46153846153846156,1.0,0.125,0.25,0.6666666666666666,0.25,0.25,0.2,0.25,0.6666666666666666,0.25
